City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
274,aberdeen,57.1437,-2.0981,6.27,75,40,5.66,GB,1728497827
275,mahdia,35.5047,11.0622,24.66,64,61,6.17,TN,1728497828
276,merowe,18.4833,31.8167,36.66,21,87,6.04,SD,1728497830
277,amga,60.8953,131.9608,-1.67,84,100,2.84,RU,1728497534
278,isaka,-3.9,32.9333,23.77,55,71,2.56,TZ,1728497832
279,luanda,-8.8368,13.2343,25.0,73,20,5.66,AO,1728497787
280,new norfolk,-42.7826,147.0587,8.73,85,38,1.78,AU,1728497834
281,tralee,52.2704,-9.7026,10.62,83,80,5.39,IE,1728497835
282,port mathurin,-19.6833,63.4167,23.31,89,93,8.82,MU,1728497838
283,mount isa,-20.7333,139.5,24.87,20,0,3.09,AU,1728497839
284,sennoy,52.1509,46.9631,12.21,76,85,3.59,RU,1728497840
285,palikir - national government center,6.9248,158.1611,24.41,94,40,1.54,FM,1728497842
286,vernon,50.2581,-119.2691,13.74,88,100,0.0,CA,1728497843
287,itamaraca,-7.7478,-34.8256,27.81,66,64,4.33,BR,1728497844
288,saint-francois,46.4154,3.9054,20.36,71,0,8.75,FR,1728497845
289,westport,41.1415,-73.3579,20.09,47,75,5.66,US,1728497846
290,haapavesi,64.1333,25.3667,4.18,91,100,6.26,FI,1728497847
291,bandarbeyla,9.4942,50.8122,26.19,81,24,4.03,SO,1728497849
292,mbanza-ngungu,-5.25,14.8667,23.74,66,53,2.27,CD,1728497850
293,heroica caborca,30.7167,-112.15,33.87,26,21,1.2,MX,1728497851
294,portel,-1.9356,-50.8211,36.71,31,88,2.62,BR,1728497852
295,tolanaro,-25.0319,46.9987,21.04,94,75,4.63,MG,1728497855
296,abeche,13.8292,20.8324,32.51,28,100,3.52,TD,1728497856
297,crystal city,28.6775,-99.8281,33.06,29,0,0.0,US,1728497857
298,hillvue,-31.1244,150.915,9.95,87,3,4.63,AU,1728497858
299,greymouth,-42.4667,171.2,7.42,92,90,2.45,NZ,1728497859
300,urumqi,43.801,87.6005,11.53,41,0,2.0,CN,1728497861
301,pochinok,54.4068,32.4407,7.77,91,59,4.53,RU,1728497862
302,mesyagutovo,55.5303,58.2528,6.24,55,100,8.02,RU,1728497864
303,bunia,1.5667,30.25,17.83,84,47,0.54,CD,1728497865
304,kingston,17.997,-76.7936,32.31,70,40,5.66,JM,1728497810
305,fortaleza,-3.7227,-38.5247,31.15,81,40,6.17,BR,1728497719
306,tamanrasset,22.785,5.5228,30.95,13,40,1.54,DZ,1728497868
307,khvoynaya,58.9,34.5333,1.74,86,100,4.32,RU,1728497869
308,carauari,-4.8828,-66.8958,36.15,39,98,1.37,BR,1728497871
309,charters towers,-20.1,146.2667,19.99,96,1,3.13,AU,1728497872
310,sirte,31.2089,16.5887,29.8,52,7,5.55,LY,1728497873
311,ozernyy,55.5802,32.4127,6.1,93,99,3.51,RU,1728497809
312,pisco,-13.7,-76.2167,21.03,73,75,5.66,PE,1728497875
313,inhambane,-23.865,35.3833,22.99,83,20,3.6,MZ,1728497876
314,quellon,-43.1167,-73.6167,14.03,68,55,2.58,CL,1728497878
315,chhor,25.5167,69.7667,33.05,25,69,3.92,PK,1728497879
316,holbrook,40.8123,-73.0784,20.07,49,40,4.02,US,1728497739
317,machico,32.7,-16.7667,27.23,85,75,2.57,PT,1728497881
318,nagqu,31.5,92.0,1.96,66,64,0.82,CN,1728497882
319,gusinoozyorsk,51.2833,106.5,3.39,43,86,1.95,RU,1728497880
320,tazovsky,67.4667,78.7,-4.05,86,99,10.65,RU,1728497885
321,hamilton,39.1834,-84.5333,23.47,40,0,2.57,US,1728497298
322,monte carmelo,-18.7247,-47.4986,34.8,22,37,2.36,BR,1728497887
323,muynoq,43.7683,59.0214,18.77,57,62,6.0,UZ,1728497888
324,novobod,39.0108,70.1508,13.98,56,22,0.88,TJ,1728497889
325,tura,25.5198,90.2201,22.17,95,20,1.18,IN,1728497891
326,plastun,44.7561,136.2939,5.6,87,0,2.06,RU,1728497892
327,flying fish cove,-10.4217,105.6791,24.82,88,75,5.14,CX,1728497893
328,santa catalina,9.3337,122.8637,26.03,87,94,1.58,PH,1728497894
329,uliastay,47.7417,96.8444,1.75,41,4,2.22,MN,1728497895
330,tatishchevo,51.6703,45.5953,10.7,81,59,3.73,RU,1728497896
331,hailar,49.2,119.7,1.93,44,53,6.7,CN,1728497898
332,iron river,46.0927,-88.6423,13.78,40,2,1.49,US,1728497899
333,korkuteli,37.065,30.1957,17.53,64,22,0.32,TR,1728497900
334,fort-shevchenko,44.5086,50.263,19.03,64,83,8.83,KZ,1728497901
335,kuanda,56.3161,116.0806,-7.08,94,81,0.95,RU,1728497902
336,saldanha,-33.0117,17.9442,14.3,88,32,1.91,ZA,1728497904
337,aykhal,66.0,111.5,-11.76,100,94,1.96,RU,1728497716
338,lionel town,17.8101,-77.2406,29.17,77,54,2.8,JM,1728497906
339,al qaryatayn,34.2296,37.2407,23.32,29,0,1.21,SY,1728497834
340,nishinoomote,30.7333,131.0,24.46,62,46,4.85,JP,1728497794
341,nieuw amsterdam,5.8833,-55.0833,30.99,64,32,7.26,SR,1728497910
342,gornopravdinsk,60.05,69.9,-2.75,72,77,1.98,RU,1728497911
343,kamyanyets,52.4001,23.81,17.54,70,100,4.82,BY,1728497913
344,vyyezdnoye,55.3815,43.7864,5.68,87,100,3.52,RU,1728497915
345,grand falls-windsor,48.9332,-55.6649,10.84,89,100,0.45,CA,1728497916
346,tselinnoye,53.0833,85.6667,8.69,79,100,3.72,RU,1728497917
347,adrar,20.5022,-10.0711,36.32,25,88,3.41,MR,1728497918
348,shalkar,47.8288,59.6258,16.94,28,81,3.99,KZ,1728497919
349,itaituba,-4.2761,-55.9836,36.09,46,40,3.09,BR,1728497921
350,teknaf,20.8624,92.3058,26.36,84,6,2.22,BD,1728497715
351,sambava,-14.2667,50.1667,23.61,76,35,7.2,MG,1728497923
352,achinsk,56.2694,90.4993,0.41,84,45,5.45,RU,1728497647
353,galle,6.0367,80.217,28.85,78,98,0.45,LK,1728497925
354,gargzdai,55.7128,21.4033,12.09,97,88,2.61,LT,1728497926
355,cole harbour,44.6724,-63.4751,15.66,53,75,4.63,CA,1728497765
356,oltinko'l,40.8011,72.1634,21.27,35,0,1.62,UZ,1728497929
357,novyy urgal,51.0736,132.5642,-0.67,66,100,1.65,RU,1728497930
358,al ghayzah,16.2079,52.176,25.99,80,11,5.89,YE,1728497931
359,hwasun,35.0594,126.985,14.67,96,100,1.22,KR,1728497932
360,ketchikan,55.3422,-131.6461,9.32,93,100,4.63,US,1728497933
361,manokwari,-0.8667,134.0833,26.45,77,54,1.4,ID,1728497934
362,dryden,49.7833,-92.7503,12.16,40,0,4.63,CA,1728497936
363,chulakkurgan,43.765,69.1814,18.54,23,0,3.98,KZ,1728497939
364,alenquer,-1.9417,-54.7383,37.58,30,71,3.81,BR,1728497941
365,murghob,38.1702,73.9667,0.14,86,93,2.71,TJ,1728497942
366,iquique,-20.2208,-70.1431,17.92,78,20,2.91,CL,1728497832
367,broken hill,-31.95,141.4333,13.85,21,26,2.93,AU,1728497944
368,sola,-13.8833,167.55,26.12,78,59,7.8,VU,1728497945
369,abreu e lima,-7.9117,-34.9028,28.92,63,72,4.47,BR,1728497946
370,ulsteinvik,62.3432,5.8487,8.2,86,100,2.24,NO,1728497948
371,dalbandin,28.8947,64.4101,24.7,19,0,2.97,PK,1728497949
372,bol,13.4586,14.7147,28.58,66,70,1.81,TD,1728497950
373,boa vista,2.8197,-60.6733,34.99,43,75,4.12,BR,1728497844
374,konarka,19.9,86.1167,27.2,76,23,3.04,IN,1728497952
375,namibe,-15.1961,12.1522,19.97,70,7,2.31,AO,1728497697
376,hutto,30.5427,-97.5467,31.67,25,0,0.89,US,1728497807
377,island harbour,50.724,-1.2758,14.04,66,100,1.34,GB,1728497956
378,port-cartier,50.0334,-66.8654,7.87,88,100,3.9,CA,1728497957
379,faya-largeau,17.9257,19.1043,33.62,12,0,4.26,TD,1728497958
380,usogorsk,63.4106,48.6872,-1.09,68,37,3.45,RU,1728497954
381,udachny,66.4167,112.4,-11.62,96,82,1.91,RU,1728497961
382,vengurla,15.8667,73.6333,25.63,87,94,1.86,IN,1728497962
383,susuman,62.7833,148.1667,-16.0,99,88,0.77,RU,1728497963
384,chibougamau,49.9168,-74.3659,6.79,70,100,3.09,CA,1728497964
385,yuzhno-kurilsk,44.0306,145.8556,10.67,74,95,2.97,RU,1728497965
386,tavda,58.0425,65.2726,1.51,58,100,3.23,RU,1728497966
387,fortuna,40.5982,-124.1573,14.51,100,100,0.0,US,1728497968
388,amungan,15.3652,119.9582,26.49,78,100,1.36,PH,1728497969
389,gryazovets,58.88,40.2525,-0.08,94,99,4.09,RU,1728497970
390,tidjikja,18.5564,-11.4271,35.07,29,7,7.15,MR,1728497971
391,anqing,30.5092,117.0506,17.72,53,0,1.26,CN,1728497823
392,kiruna,67.8557,20.2251,-0.49,93,100,4.63,SE,1728497901
393,weno,7.4515,151.8468,25.97,89,100,0.0,FM,1728497975
394,gorokhovets,56.1947,42.7003,3.8,88,100,4.19,RU,1728497976
395,puchezh,56.9788,43.1676,3.14,86,100,6.85,RU,1728497977
396,dunedin,-45.8742,170.5036,4.46,89,66,5.18,NZ,1728497980
397,khovd,48.0056,91.6419,8.33,35,99,1.76,MN,1728497981
398,selfoss,63.9331,-20.9971,2.25,75,60,2.57,IS,1728497982
399,dompu,-8.5356,118.4622,24.77,91,45,0.9,ID,1728497985
400,callao,-12.0667,-77.15,21.16,68,20,6.17,PE,1728497754
401,icano,-28.9193,-65.3282,15.06,92,100,4.03,AR,1728497987
402,gadzhiyevo,69.2551,33.3362,2.53,65,100,11.04,RU,1728497988
403,puerto rico,-26.796,-55.024,26.0,70,100,1.25,AR,1728497990
404,kone,-21.0595,164.8658,17.26,88,25,1.28,NC,1728497991
405,bandar lampung,-5.4254,105.258,24.12,94,86,1.37,ID,1728497822
406,acarau,-2.8856,-40.12,29.94,58,62,7.51,BR,1728497993
407,manicore,-5.8092,-61.3003,38.98,25,75,1.84,BR,1728497994
408,bereeda,11.8704,51.0579,26.46,76,0,0.64,SO,1728497996
409,tekirdag,40.978,27.5085,20.79,72,75,6.52,TR,1728497997
410,belokurikha,51.9959,84.9896,15.45,43,98,5.27,RU,1728497998
411,kapa'a,22.0752,-159.319,27.49,75,20,7.2,US,1728497999
412,papao,-17.75,-149.55,24.82,90,100,9.35,PF,1728498001
413,pocito,-31.6833,-68.5833,12.69,80,100,4.12,AR,1728498002
414,preddvor,46.3025,14.4231,16.52,82,100,4.12,SI,1728498003
415,mulayjah,27.271,48.4242,28.41,53,0,2.51,SA,1728498004
416,gufeng,26.9083,118.9819,13.05,97,40,1.21,CN,1728498005
417,ust'-kut,56.7938,105.7672,2.85,93,100,4.51,RU,1728498006
418,wabag,-5.4781,143.7021,13.37,97,100,0.87,PG,1728498008
419,siocon,7.7061,122.1353,26.21,88,52,1.25,PH,1728498009
420,kamianske,48.5113,34.6021,17.16,50,64,2.65,UA,1728498010
421,salalah,17.0151,54.0924,26.08,78,45,0.64,OM,1728498011
422,sur,22.5667,59.5289,27.74,67,0,3.44,OM,1728498012
423,tsiroanomandidy,-18.7667,46.0333,24.92,41,88,4.82,MG,1728498014
424,hengchun,22.0042,120.7439,25.51,80,65,5.57,TW,1728498015
425,san patricio,28.017,-97.5169,31.97,24,0,4.4,US,1728498016
426,nizhniy kuranakh,58.8353,125.4869,0.53,83,100,1.4,RU,1728498017
427,dzhalagash,45.0833,64.6667,18.63,21,64,3.83,KZ,1728498018
428,rosso,16.4986,-15.8153,37.82,30,17,7.96,SN,1728498020
429,sievi,63.9,24.5,5.37,89,100,8.82,FI,1728498021
430,eten,-6.9081,-79.8642,23.14,60,0,8.23,PE,1728498022
431,tres lagoas,-20.7511,-51.6783,36.24,25,71,3.65,BR,1728498023
432,ta`u,-14.2336,-169.5144,26.53,80,98,5.77,AS,1728498024
433,cockburn town,21.4612,-71.1419,29.5,64,95,0.16,TC,1728497865
434,vilyuchinsk,52.9306,158.4028,0.15,80,26,4.41,RU,1728498027
435,kerikeri,-35.2268,173.9474,6.62,92,100,1.2,NZ,1728498028
436,bocas del toro,9.3333,-82.25,28.98,66,99,2.17,PA,1728498029
437,itoman,26.1247,127.6694,23.43,78,20,0.0,JP,1728498030
438,borodianka,50.6448,29.9201,15.4,71,95,3.67,UA,1728498031
439,saskatoon,52.1168,-106.6345,14.99,61,75,3.09,CA,1728497866
440,ingeniero guillermo n. juarez,-23.9,-61.85,19.86,89,100,4.12,AR,1728498035
441,sorong,-0.8833,131.25,26.67,81,28,2.54,ID,1728498036
442,fort morgan,40.2503,-103.8,24.36,25,0,3.6,US,1728498037
443,qaisumah,28.3112,46.1273,27.98,17,0,0.0,SA,1728498038
444,hovd,48.0056,91.6419,8.33,35,99,1.76,MN,1728498040
445,hafnarfjordur,64.0671,-21.9377,2.93,75,75,2.57,IS,1728498041
446,almodovar del rio,37.8336,-5.0167,21.49,83,75,7.72,ES,1728498042
447,hobyo,5.3505,48.5268,25.4,84,58,9.06,SO,1728498043
448,puerto aysen,-45.4,-72.7,18.59,44,82,3.3,CL,1728497849
449,great falls,47.5002,-111.3008,24.27,27,0,5.66,US,1728498045
450,ortaca,36.8294,28.7708,21.89,78,40,2.57,TR,1728498047
451,alice springs,-23.7,133.8833,14.75,44,0,2.57,AU,1728498048
452,kiunga,-6.1219,141.2906,23.3,100,100,0.94,PG,1728498049
453,malalag,6.5958,125.3992,25.53,85,97,1.53,PH,1728498050
454,polyarnyy,69.1989,33.4478,2.61,65,100,11.61,RU,1728498000
455,princeville,45.7668,-61.2985,14.23,66,0,7.2,CA,1728497881
456,achacachi,-16.05,-68.6833,12.06,58,100,6.33,BO,1728498053
457,bardai,11.65,7.2333,27.74,52,36,0.43,NG,1728498055
458,portales,34.1862,-103.3344,31.17,14,6,5.69,US,1728498056
459,soure,-0.7167,-48.5233,30.59,58,72,6.72,BR,1728498057
460,cortez,37.3489,-108.5859,23.42,19,0,2.06,US,1728498058
461,waiuku,-37.25,174.75,11.81,80,24,0.97,NZ,1728498059
462,sanibel,26.449,-82.0223,28.34,87,100,17.19,US,1728498060
463,januaria,-15.4833,-44.3667,36.97,23,30,4.22,BR,1728498062
464,mukalla,14.5425,49.1242,26.1,75,2,0.52,YE,1728498063
465,yigo village,13.5361,144.8886,26.16,88,20,4.63,GU,1728498064
466,mizdah,31.4451,12.9801,32.4,20,61,0.99,LY,1728498065
467,linxia chengguanzhen,35.6003,103.2064,6.21,80,100,0.58,CN,1728498066
468,las lomitas,-24.7096,-60.593,22.13,89,100,1.96,AR,1728498067
469,newman,37.3138,-121.0208,27.81,40,4,0.45,US,1728498068
470,el bauga,18.262,33.9081,36.02,20,38,2.47,SD,1728498070
471,seydi,39.4816,62.9137,20.44,28,85,1.19,TM,1728498071
472,anatoli,39.6389,20.8653,16.86,94,75,0.0,GR,1728498073
473,linhares,-19.3911,-40.0722,32.8,49,6,6.11,BR,1728498074
474,marau,-28.4492,-52.2,17.97,97,100,5.14,BR,1728498075
475,palmer,42.1584,-72.3287,18.62,31,40,5.66,US,1728498076
476,heihe,50.2441,127.4902,7.32,52,100,7.16,CN,1728498077
477,quepos,9.4236,-84.1652,24.08,93,100,0.66,CR,1728498078
478,ceerigaabo,10.6162,47.368,20.23,48,0,2.6,SO,1728498080
479,al muwayh,22.4333,41.7583,29.4,15,32,3.45,SA,1728498081
480,contamana,-7.3333,-75.0167,34.62,43,81,2.01,PE,1728498083
481,tofol,5.3248,163.0078,27.59,73,100,2.37,FM,1728498084
482,iskateley,67.6803,53.1512,-1.83,73,11,1.78,RU,1728498086
483,mantua,45.1667,10.7833,18.32,93,94,2.24,IT,1728498087
484,lompoc,34.6391,-120.4579,17.23,98,100,2.06,US,1728497938
485,tarauaca,-8.1614,-70.7656,32.42,54,95,0.22,BR,1728498090
486,galvez,-32.0293,-61.221,18.28,62,100,2.43,AR,1728498091
487,sao raimundo nonato,-9.0153,-42.6994,40.4,13,76,2.14,BR,1728498092
488,trevelin,-43.0858,-71.4639,21.17,34,30,3.2,AR,1728498093
489,devarkonda,16.7,78.9333,23.74,93,74,2.59,IN,1728498094
490,vryburg,-26.9566,24.7284,22.11,32,79,7.13,ZA,1728498095
491,chernyshevskiy,63.0128,112.4714,-3.51,87,89,1.25,RU,1728498097
492,gebeit,21.0667,36.3167,28.68,37,57,2.25,SD,1728498098
493,salmon arm,50.6998,-119.3024,14.06,94,100,0.51,CA,1728498099
494,toropets,56.4978,31.6353,6.01,91,98,5.04,RU,1728497846
495,kapchorwa,1.3965,34.4509,16.96,68,81,1.35,UG,1728498101
496,pocoes,-14.5297,-40.3653,34.55,28,24,3.22,BR,1728498103
497,puerto leguizamo,-0.1934,-74.7819,28.86,65,100,0.63,CO,1728498104
498,kirakira,-10.4544,161.9205,25.48,86,98,2.9,SB,1728498106
499,kollam,8.8833,76.6,25.98,84,100,1.4,IN,1728498019
500,esmeraldas,-19.7625,-44.3139,38.08,14,8,4.05,BR,1728498108
501,port hueneme,34.1478,-119.1951,24.29,77,75,2.06,US,1728498110
502,atar,20.5169,-13.0499,37.98,24,50,7.37,MR,1728498111
503,shache,38.4167,77.2406,15.81,45,80,3.99,CN,1728498112
504,lorengau,-2.0226,147.2712,27.55,74,82,2.9,PG,1728498113
505,zhanibek,49.4167,46.85,10.71,78,40,3.74,KZ,1728498114
506,tynda,55.1667,124.7167,0.53,98,100,4.17,RU,1728498116
507,vytegra,61.0064,36.4481,2.19,66,37,5.94,RU,1728497954
508,saynshand,44.8824,110.1163,4.44,41,2,5.48,MN,1728498119
509,mil'kovo,55.6078,37.7956,6.84,74,100,2.59,RU,1728498120
510,vila franca do campo,37.7167,-25.4333,22.23,88,100,3.63,PT,1728498122
511,farah,32.5,62.5,21.0,19,0,1.03,AF,1728498123
512,rio claro,-22.4114,-47.5614,37.48,16,74,5.32,BR,1728498125
513,birjand,32.8663,59.2211,16.26,23,0,2.06,IR,1728498127
514,sorokyne,48.2923,39.7373,12.26,68,0,1.16,UA,1728498128
515,tondano,1.3038,124.9112,19.05,91,97,0.49,ID,1728498129
516,swakopmund,-22.6833,14.5333,14.77,73,6,3.29,NA,1728498130
517,gelemso,8.8167,40.5167,17.93,70,43,1.77,ET,1728498131
518,zhangye,38.9342,100.4517,12.01,33,2,2.17,CN,1728498132
519,egilsstadir,65.2653,-14.3948,-0.05,74,75,3.6,IS,1728498134
520,az zubayr,30.3945,47.7011,24.92,53,0,2.06,IQ,1728498135
521,forster,-32.1667,152.5167,12.99,100,100,3.71,AU,1728498136
522,koshki,54.2091,50.4677,12.67,89,100,5.5,RU,1728498137
523,ad dawadimi,24.5077,44.3924,28.64,13,0,4.93,SA,1728498138
524,puerto baquerizo moreno,-0.9,-89.6,23.55,88,40,7.72,EC,1728498139
525,haiku-pauwela,20.9219,-156.3051,26.79,77,20,5.81,US,1728498140
526,barcelos,41.5388,-8.6151,15.3,89,44,3.21,PT,1728498143
527,karukh,34.4811,62.5863,17.15,29,27,3.99,AF,1728498144
528,oodweyne,9.4092,45.064,26.88,48,84,4.85,SO,1728498145
529,dakhla,23.6848,-15.958,23.01,78,0,9.77,EH,1728498146
530,susanville,40.4163,-120.653,21.57,29,84,1.79,US,1728497959
531,sosnogorsk,63.6023,53.8817,-1.92,72,8,2.6,RU,1728498149
532,nikolayevsk-on-amure,53.1406,140.73,0.49,90,15,1.43,RU,1728498150
533,vila do maio,15.1333,-23.2167,26.84,79,16,6.17,CV,1728498151
534,khanty-mansiysk,61.0042,69.0019,-0.94,59,40,2.0,RU,1728498152
535,balkanabat,39.5108,54.3671,22.68,42,0,1.66,TM,1728498153
536,burabay,53.0838,70.3138,9.64,68,99,4.34,KZ,1728498155
537,sao joao da barra,-21.6403,-41.0511,28.05,76,68,9.47,BR,1728498156
538,toba,34.4833,136.85,20.39,81,81,2.18,JP,1728498157
539,porto novo,6.4965,2.6036,26.9,82,31,2.24,BJ,1728498158
540,puerto armuelles,8.2833,-82.8667,25.61,87,100,3.13,PA,1728498159
541,bhimbar,32.9757,74.0793,23.69,37,0,2.5,PK,1728498160
542,nuuk,64.1835,-51.7216,1.34,80,75,5.14,GL,1728498162
543,saint-pierre,-21.3393,55.4781,21.82,68,0,6.17,RE,1728498163
544,thurgoona,-36.0451,146.9919,8.7,100,0,1.38,AU,1728498164
545,takoradi,4.8845,-1.7554,25.69,85,20,2.86,GH,1728498165
546,tyuratam,45.6507,63.3156,19.35,19,89,3.63,KZ,1728498166
547,mount pearl,47.5166,-52.7813,11.85,87,75,6.17,CA,1728498167
548,okha,53.5739,142.9478,1.51,78,15,3.29,RU,1728498168
